history;orig;Augustus Caesar was the wealthiest man to ever live in history.
history;orig;Alexander the Great was buried alive… accidentally.
history;orig;The world's most successful pirate in history was a lady.
history;orig;In the Ancient Olympics, athletes performed naked.
history;orig;Julius Caesar was stabbed 23 times.
history;orig;The Colosseum was originally clad entirely in marble.
history;orig;It was named the Colosseum because it was next to a statue called the Colossus.
history;orig;Rasputin survived being poisoned and being shot.
history;orig;There were female Gladiators.
history;orig;The Vikings were the first people to discover America.
history;orig;The Luftwaffe had a master interrogator whose tactic was being as nice as possible.
history;orig;In Ancient Asia, death by elephant was a popular form of execution.
history;orig;The UK government collected postcards as intelligence for the D-Day landings.
history;orig;When Marcus Crassus died, molten gold was poured down his throat.
history;orig;Germany uncover 2,000 tons of unexploded bombs every year.
history;orig;In Ancient Greece, wearing skirts was manly.
history;orig;A singing birthday card has more computer power in it than the entire Allied Army of WWII.
history;orig;In 1386, a pig was executed in France.
history;orig;Cleopatra's reign was closer to the moon landings than the Great Pyramid being built.
history;orig;Shrapnel is named after its inventor.
history;orig;Since 1945, all British tanks are equipped with tea-making facilities.
history;orig;During World War I, the French built a "fake Paris".
history;orig;The Eastern Roman Empire's weapon called Greek Fire was used in ship-mounted flamethrowers.
history;orig;An ancient text called the Voynich Manuscript still baffles scientists.
history;orig;A Japanese fighter pilot once dropped wreaths over the ocean to commemorate the dead from both sides.
history;orig;4% of the Normandy beaches is made up of shrapnel from the D-Day Landings.
history;orig;The saying "fly off the handle" originates from the 1800s.
history;orig;"Fox Tossing" was once a popular sport.
history;orig;Turkeys were once worshiped as Gods.
history;orig;Captain Morgan was a real guy.
history;orig;Genghis Khan was tolerant of all religions.
history;orig;Thomas Edison didn't invent most of the stuff he patented.
history;orig;Albert Einstein turned down the presidency of Israel.
history;orig;Roman Emperor Caligula made one of his favorite horses a senator.
history;orig;Pope Gregory IX declared war on cats.
history;orig;The Leaning Tower of Pisa was never straight.
history;orig;During the Great Depression, people made clothes out of food sacks.
history;orig;Lord Byron kept a bear in his college dorm.
history;orig;Iceland has the world's oldest parliament in history.
history;orig;Since the end of WWI, over 1,000 people have died from leftover unexploded bombs.
history;orig;46 BC was 445 days long and is the longest year in human history.
history;orig;100 million years ago, the Sahara Desert was inhabited by galloping crocodiles.
history;orig;During the Victorian period, it was normal to photograph relatives after they died.
history;orig;One man survived both the atomic bombing of Hiroshima and then later Nagasaki.
history;orig;The shortest war in history lasted 38 minutes.
history;orig;Before the 19th century, dentures were made from dead soldiers' teeth.
history;orig;Tug of War used to be an Olympic sport.
history;orig;People were buried alive so often, that bells were attached to their coffins.
history;orig;The term "saved by the bell" does not originate from people being buried alive.
history;orig;George Washington didn't have wooden teeth.
history;orig;During a Roman Triumph, soldiers sang lewd songs about their commander to amuse the crowds.
history;orig;Ancient Egyptian Pharaohs used their slaves as fly catchers.
history;orig;In Ancient Rome, urine was used as mouthwash.
history;orig;In the Victorian era, men with moustaches used special cups.
history;orig;The earliest ever lottery was during the Chinese Han Dynasty between 205 – 187 BC.
history;orig;The Roman lottery's prizes were known and were damn savage at times.
history;orig;Spartans were so rich that nobody had to work.
history;orig;Spartan women owned most of the land and wealth in Sparta.
history;orig;The University of Oxford is older than the Aztec Empire.
history;orig;The World War II army of the US is the is the biggest army in history.
history;orig;Only 6 people died in the Great Fire of London.
history;orig;Count Dracula was inspired by a real person.
history;orig;The most prolific female serial killer was a Hungarian Countess.
history;orig;For 12 years during the French Revolutionary Period, France had a whole new calendar.
history;orig;Genghis Khan created one the first international postal systems.
history;orig;During WWII, the British & Soviets launched a joint invasion of neutral Iran.
history;orig;One in 200 men are direct descendants of Genghis Khan.
history;orig;Russia ran out of vodka celebrating the end of World War II.
history;orig;There were "dance marathons" during the Great Depression.
history;orig;The Circus Maximum in Rome is still the largest capacity sports arena ever built.
history;orig;The fastest surgeon ever ended up causing a 300% mortality rate.
history;orig;Adolf Hitler's nephew fought against the Nazis in World War II.
history;orig;Charles Darwin invented his own wheeled office chair.
history;orig;The first official Medals of Honor were awarded during the American Civil War.
history;orig;Hollywood moved from New York to Los Angeles to escape Edison's patents.
history;orig;Shakespeare originated the "yo momma" joke.
history;orig;The Dutch-Scilly War lasted 335 years and had no battles or deaths.
history;orig;During World War II, Americans called hamburgers "liberty steaks".
history;orig;The 7.62mm rifle bullet was created 129 years ago.
history;orig;In 1710, Native American leaders travelled to Britain to visit the Queen.
history;orig;In medieval England, the word "ask" was pronounced "axe".
history;orig;In 18th century England, pineapples were a status symbol.
history;orig;The first known artworks date back to roughly 100,000 years ago.
history;orig;The Ancient Egyptians used slabs of stone as pillows.
history;orig;Paul Tibbets, pilot of the Enola Gay, didn't have a funeral or headstone.
history;orig;Adolf Hitler helped design the Volkswagen Beetle.
history;orig;Winston Churchill had a Doctor's note to drink an "indefinite" amount of alcohol in Prohibition America.
history;orig;In Ancient Greece, they believed redheads became vampires after death.
history;orig;America's National School Lunch Program of 1946 was due to WWII.
history;orig;Abraham Lincoln was a wrestling champion.
history;orig;The guillotine was invented to create "equality in execution".
history;orig;The Soviet Union tried to snuff out the memory of Genghis Khan.
history;orig;Ferrets, dogs and monkeys were the most popular pets in the Roman Empire.
history;orig;Tablecloths were originally designed to be used as one big, communal napkin.
history;orig;A Chernobyl firefighter was exposed to so much radiation, it changed his eye color.
history;orig;Before Julius Caesar invaded Britain, many Romans didn't believe it existed.
history;orig;Cleopatra wasn't Egyptian.
history;orig;Cleopatra was the first member of her dynasty to speak Ancient Egyptian.
history;orig;Alexander the Great named over 70 cities after himself.
history;orig;It's believed that roughly 97% of history has been lost over time.
history;orig;That's the end of these 100 fun history facts!
space;orig;Space facts are always interesting to learn!
space;orig;Mercury & Venus are the only 2 planets in our solar system that have no moons.
space;orig;If a star passes too close to a black hole, it can be torn apart.
space;orig;The hottest planet in our solar system is Venus.
space;orig;Our solar system is 4.57 billion years old.
space;orig;Enceladus, one of Saturn's smaller moons, reflects 90% of the Sun's light.
space;orig;The highest mountain discovered is the Olympus Mons, which is located on Mars.
space;orig;The Whirlpool Galaxy (M51) was the first celestial object identified as being spiral.
space;orig;A light-year is the distance covered by light in a single year.
space;orig;The Milky Way galaxy is 105,700 light-years wide.
space;orig;The Sun weighs about 330,000 times more than Earth.
space;orig;Footprints left on the Moon won't disappear as there is no wind.
space;orig;Because of lower gravity, a person who weighs 220 lbs on Earth would weigh 84 lbs on Mars.
space;orig;There are 79 known moons orbiting Jupiter.
space;orig;The Martian day is 24 hours 39 minutes and 35 seconds long.
space;orig;NASA's Crater Observation and Sensing Satellite (LCROSS) found evidence of water on the Earth's Moon.
space;orig;The Sun makes a full rotation once every 25 – 35 days.
space;orig;Earth is the only planet not named after a God.
space;orig;Due to the Sun and Moon's gravitational pull, we have tides.
space;orig;Pluto is smaller than the United States.
space;orig;According to mathematics, white holes are possible, although as of yet we have found none.
space;orig;There are more volcanoes on Venus than any other planet in our solar system.
space;orig;Uranus' blue glow is due to the gases in its atmosphere.
space;orig;In our solar system that are 4 planets known as gas giants: Jupiter, Saturn, Uranus & Neptune.
space;orig;Uranus has 27 moons that have been discovered so far.
space;orig;Because of its unique tilt, a season on Uranus is equivalent to 21 Earth years.
space;orig;Neptune's moon, Triton, orbits the planet backwards.
space;orig;Triton is gradually getting closer to the planet it orbits.
space;orig;There are more stars in space than there are grains of sand in the world.
space;orig;Neptune takes nearly 165 Earth years to make one orbit of the Sun.
space;orig;Pluto's largest moon, Charon, is half the size of Pluto.
space;orig;The International Space Station is the largest manned object ever sent into space.
space;orig;A day on Pluto is lasts for 153.6 hours long.
space;orig;Saturn is the second largest planet in our solar system.
space;orig;Any free-moving liquid in outer space will form itself into a sphere.
space;orig;Mercury, Venus, Earth & Mars are known as the "Inner Planets".
space;orig;We know more about Mars and our Moon than we do about our oceans.
space;orig;The Black Arrow is the only British satellite to be launched using a British rocket.
space;orig;Only 5% of the universe is visible from Earth.
space;orig;Light travels from the Sun to the Earth in less than 10 minutes.
space;orig;At any given moment, there are at least 2,000 thunderstorms happening on Earth.
space;orig;The Earth's rotation is slowing slightly as time goes on.
space;orig;If you were driving at 75 miles per hour, it would take 258 days to drive around Saturn's rings.
space;orig;Outer Space is only 62 miles away.
space;orig;The International Space Station circles Earth every 92 minutes.
space;orig;Stars twinkle because of the way light is disrupted as it passes through Earth's atmosphere.
space;orig;We always see the same side of the Moon, no matter where we stand on Earth.
space;orig;There are three main types of galaxies: elliptical, spiral & irregular.
space;orig;There are approximately 100 thousand million stars in the Milky Way.
space;orig;Using the naked eye, you can see 3 – 7 different galaxies from Earth.
space;orig;In 2016, scientists detected a radio signal from a source 5 billion light-years away.
space;orig;The closest galaxy to us is the Andromeda Galaxy – it's estimated at 2.5 million light-years away.
space;orig;The first Supernovae observed outside of our own galaxy was in 1885.
space;orig;The first ever black hole photographed is 3 million times the size of Earth.
space;orig;The distance between the Sun & Earth is defined as an Astronomical Unit.
space;orig;The second man on the moon was Buzz Aldrin. "Moon" was Aldrin's mother's maiden name.
space;orig;Buzz Aldrin's birth name was Edwin Eugene Aldrin Jr.
space;orig;On Venus, it snows metal and rains sulfuric acid.
space;orig;The Mariner 10 was the first spacecraft that visited Mercury in 1974.
space;orig;Space is completely silent.
space;orig;Coca-Cola was the first commercial soft drink that was ever consumed in space.
space;orig;Astronauts can grow approximately two inches (5 cm) in height when in space.
space;orig;The Kuiper Belt is a region of the Solar System beyond the orbit of Neptune.
space;orig;The first woman in space was a Russian called Valentina Tereshkova.
space;orig;If Saturn's rings were 3 feet long, they would be 10,000 times thinner than a razorblade.
space;orig;The Hubble Space Telescope is one of the most productive scientific instruments ever built.
space;orig;The first artificial satellite in space was called "Sputnik".
space;orig;Exoplanets are planets that orbit around other stars.
space;orig;The center of the Milky Way smells like rum & tastes like raspberries.
space;orig;Our moon is moving away from Earth at a rate of 1.6 inch (4 cm) per year!
space;orig;Pluto is named after the Roman god of the underworld, not the Disney Dog.
space;orig;Spacesuit helmets have a Velcro patch, to help astronauts itch.
space;orig;The ISS is visible to more than 90% of the Earth's population.
space;orig;Saturn is the only planet that could float in water.
space;orig;Asteroids are the byproducts of formations in the solar system, more than 4 billion years ago.
space;orig;Astronauts can't burp in space.
space;orig;Uranus was originally called "George's Star".
space;orig;A sunset on Mars is blue.
space;orig;The Earth weighs about 81 times more than the Moon.
space;orig;The first living mammal to go into space was a dog named "Laika" from Russia.
space;orig;The word "astronaut" means "star sailor" in its origins.
space;orig;"NASA" stands for National Aeronautics and Space Administration.
space;orig;Gennady Padalka has spent more time in space than anyone else.
space;orig;Mercury has no atmosphere, which means there is no wind or weather.
space;orig;In China, the Milky Way is known as the "Silver River".
space;orig;Red Dwarf stars that are low in mass can burn continually for up to 10 trillion years!
space;orig;Scientists once believed that the same side of Mercury always faced the Sun.
space;orig;Jupiter's Red Spot is shrinking.
space;orig;A large percentage of asteroids are pulled in by Jupiter's gravity.
space;orig;A day on Mercury is equivalent to 58 Earth days.
space;orig;As space has no gravity, pens won't work.
space;orig;On average it takes the light only 1.3 seconds to travel from the Moon to Earth.
space;orig;There are 88 recognized star constellations in our night sky.
space;orig;The center of a comet is called a "nucleus".
space;orig;As early as 240BC the Chinese began to document the appearance of Halley's Comet.
space;orig;In 2006, the International Astronomical Union reclassified Pluto as a dwarf planet.
space;orig;There are 5 Dwarf Planets recognized in our Solar System.
space;orig;Mars is the most likely planet in our solar system to be hospitable to life.
space;orig;Halley's Comet will pass over Earth again on 26th July 2061.
space;orig;There is a planet half the radius of the Earth with a surface made up of diamonds.
space;orig;Buzz Lightyear from Toy Story has actually been to outer space!
food;orig;Pound cake got its name from its recipe.
food;orig;Most supermarket wasabi is actually horseradish.
food;orig;The most expensive pizza in the world costs $12,000 dollars.
food;orig;Ranch dressing is dyed.
food;orig;One fast food burger can have meat from 100 different cows.
food;orig;Fruit flavored snacks shine because of car wax.
food;orig;Nutmeg is a hallucinogen.
food;orig;Crackers have holes in them for a reason.
food;orig;Ketchup used to be used as a medicine.
food;orig;White chocolate isn't chocolate.
food;orig;Farmed salmon is dyed pink.
food;orig;The red food dye for Skittles is made from boiled beetles.
food;orig;Crackers are worse for your teeth than sugar.
food;orig;Peppers don't actually burn your mouth.
food;orig;American cheese is not American.
food;orig;Russia took a long time to classify beer as being alcoholic.
food;orig;Cheese is the most stolen food in the world.
food;orig;One in four hazelnuts end up in Nutella.
food;orig;A corned beef sandwich was smuggled into space.
food;orig;Certain music can make you drink faster.
food;orig;Chocolate has been used as a currency in Ancient civilizations of Mexico and South America.
food;orig;McDonald's sells 2.5 billion hamburgers every year.
food;orig;You can find peanuts in dynamite.
food;orig;Expiration dates on bottled water have nothing to do with the water.
food;orig;Some people are scared of peanut butter.
food;orig;Spam wasn't invented in Hawaii.
food;orig;Honey is bee vomit.
food;orig;The Three Musketeers doesn't live up to its name.
food;orig;Froot Loops are all the same flavor.
food;orig;There's no answer to how many licks it takes to get to the center of a tootsie pop.
food;orig;In ancient Egyptian days, radishes, onions, and garlic were given to workers as wages.
food;orig;In Japan, chefs have to train for over two years in order to qualify to serve pufferfish.
food;orig;French fries originated in Belgium, not France!
food;orig;Twinkie cream isn't cream at all.
food;orig;Strawberries are not berries.
food;orig;Pineapples have no relation to pine.
food;orig;No one knows the origin of chocolate chip cookies.
